latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd
33.6366569991294,-116.128275,2025-01-01,No,0.0,45.8,9.0,0.00248,140.8,278.3,297.1,2.2,53.0,9.1,7.8,75.0,4.7,2.9,1.53
33.6366569991294,-116.128275,2025-01-02,No,0.0,42.1,7.0,0.00213,142.3,277.4,297.0,2.1,54.0,8.0,7.8,78.0,4.7,2.8,1.55
33.6366569991294,-116.128275,2025-01-03,No,0.0,26.7,2.3,0.00139,129.3,278.4,297.8,2.3,60.0,6.6,7.6,83.0,5.4,3.3,1.78
33.6366569991294,-116.128275,2025-01-04,No,0.0,51.7,10.3,0.00284,142.0,278.4,297.9,3.5,67.0,6.8,7.5,81.0,6.6,4.0,1.55
33.6366569991294,-116.128275,2025-01-05,No,0.0,37.1,5.8,0.00205,129.3,278.8,298.0,3.0,66.0,6.2,7.3,83.0,6.4,3.8,1.7
33.6366569991294,-116.128275,2025-01-06,No,0.0,47.4,9.7,0.00263,142.8,278.6,297.2,2.6,61.0,6.3,7.3,83.0,5.3,3.3,1.52
33.6366569991294,-116.128275,2025-01-07,No,0.0,37.6,13.5,0.00278,127.5,283.1,294.5,6.0,87.0,6.1,7.2,81.0,8.4,5.1,1.43
33.6366569991294,-116.128275,2025-01-08,No,0.0,37.3,10.3,0.00251,144.8,281.7,295.8,7.1,100.0,6.0,7.1,84.0,9.8,5.9,1.53
33.6366569991294,-116.128275,2025-01-09,No,0.0,29.6,3.7,0.00162,149.2,279.0,297.5,5.1,89.0,5.4,7.0,87.0,9.2,5.5,1.73
33.6366569991294,-116.128275,2025-01-10,No,0.0,33.1,4.9,0.00162,149.9,277.2,295.5,2.9,68.0,5.1,6.9,88.0,5.8,3.5,1.5
33.6366569991294,-116.128275,2025-01-11,No,0.0,40.0,4.8,0.00179,149.6,275.7,297.3,3.1,71.0,5.2,6.8,88.0,6.4,3.9,1.59
33.6366569991294,-116.128275,2025-01-12,No,0.0,32.2,7.1,0.00178,150.9,279.0,293.9,4.4,82.0,5.0,6.7,88.0,7.2,4.4,1.4
33.6366569991294,-116.128275,2025-01-13,No,0.0,35.2,7.9,0.00179,152.2,277.7,293.0,4.2,80.0,5.0,6.6,88.0,6.7,4.1,1.29
33.6366569991294,-116.128275,2025-01-14,No,0.0,34.6,6.0,0.00163,153.1,276.6,294.0,3.9,79.0,5.0,6.5,90.0,6.7,4.1,1.36
33.6366569991294,-116.128275,2025-01-15,Yes,0.0,33.1,4.7,0.00164,154.1,277.4,296.0,3.3,74.0,4.8,6.4,91.0,6.5,4.0,1.54
33.6366569991294,-116.128275,2025-01-16,Yes,0.0,30.5,3.6,0.00153,105.1,277.7,296.8,2.6,68.0,4.6,6.3,91.0,5.8,3.6,1.64
33.6366569991294,-116.128275,2025-01-17,Yes,0.0,47.0,12.6,0.00273,154.4,279.3,295.0,3.2,68.0,5.3,6.3,87.0,5.7,3.5,1.34
33.6366569991294,-116.128275,2025-01-18,Yes,0.0,59.6,15.2,0.00304,157.6,277.2,294.6,2.0,55.0,6.1,6.4,85.0,3.9,2.5,1.19
33.6366569991294,-116.128275,2025-01-19,Yes,0.0,65.1,15.5,0.00302,157.5,275.8,294.2,2.1,55.0,7.0,6.5,83.0,4.0,2.6,1.13
33.6366569991294,-116.128275,2025-01-20,Yes,0.0,41.2,9.0,0.00214,161.4,277.8,294.7,5.0,84.0,6.6,6.4,86.0,7.8,4.7,1.37
33.6366569991294,-116.128275,2025-01-21,Yes,0.0,19.2,1.0,0.00075,165.1,275.0,292.9,2.9,72.0,5.4,6.3,91.0,5.8,3.5,1.38
33.6366569991294,-116.128275,2025-01-22,Yes,0.0,18.2,1.0,0.00072,163.7,275.3,297.0,3.5,80.0,4.6,6.1,94.0,7.6,4.6,1.73
33.6366569991294,-116.128275,2025-01-23,Yes,0.0,18.3,1.0,0.0007,166.1,274.8,296.7,4.1,87.0,4.0,6.0,95.0,8.4,5.0,1.69
33.6366569991294,-116.128275,2025-01-24,Yes,0.0,19.0,1.0,0.00065,167.5,273.2,293.4,2.8,75.0,3.7,5.9,97.0,5.8,3.5,1.39
33.6366569991294,-116.128275,2025-01-25,Yes,0.0,39.5,9.3,0.00179,133.2,275.9,291.5,4.2,82.0,4.3,5.8,93.0,6.3,3.9,1.14
33.6366569991294,-116.128275,2025-01-26,Yes,1.1,77.9,37.0,0.00521,72.6,281.0,291.7,2.9,0.0,7.1,6.1,61.0,3.4,2.2,0.75
33.6366569991294,-116.128275,2025-01-27,Yes,0.3,100.0,40.2,0.0053,87.8,277.2,290.8,3.3,52.0,10.8,6.7,68.0,3.0,2.0,0.55
33.6366569991294,-116.128275,2025-01-28,Yes,0.0,86.9,24.9,0.00405,107.8,275.7,293.0,3.2,54.0,11.7,7.0,69.0,4.3,2.8,0.87
33.6366569991294,-116.128275,2025-01-29,Yes,0.0,70.1,20.2,0.00383,167.7,278.1,294.8,3.4,58.0,11.1,7.2,72.0,5.3,3.4,1.11
39.561880292771775,-87.98093998286498,2025-01-01,No,0.0,77.5,48.0,0.00238,76.1,269.3,276.0,5.8,25.0,19.4,21.2,18.0,1.9,1.2,0.23
39.561880292771775,-87.98093998286498,2025-01-02,No,0.0,96.0,46.7,0.00285,70.2,268.8,278.9,3.2,19.0,19.3,21.3,18.0,1.4,0.9,0.23
39.561880292771775,-87.98093998286498,2025-01-03,No,0.0,100.0,55.5,0.00204,103.0,263.4,272.1,6.3,26.0,19.9,21.5,17.0,1.0,0.7,0.1
39.561880292771775,-87.98093998286498,2025-01-04,No,0.0,61.9,35.3,0.00119,99.3,263.2,270.2,3.3,22.0,16.9,20.8,22.0,1.4,0.9,0.2
39.561880292771775,-87.98093998286498,2025-01-05,No,13.3,80.8,70.6,0.00206,41.1,266.8,269.3,5.8,0.0,18.9,21.2,10.0,0.9,0.6,0.09
39.561880292771775,-87.98093998286498,2025-01-06,No,0.0,89.2,67.5,0.0024,66.5,267.5,271.9,7.2,27.0,18.7,21.0,17.0,1.0,0.7,0.1
39.561880292771775,-87.98093998286498,2025-01-07,No,0.0,95.4,60.7,0.00198,94.1,264.1,270.6,3.2,19.0,19.1,21.0,18.0,0.7,0.5,0.09
39.561880292771775,-87.98093998286498,2025-01-08,No,0.0,100.0,53.7,0.00157,92.9,256.4,269.0,3.6,20.0,19.8,21.1,18.0,0.5,0.4,0.06
39.561880292771775,-87.98093998286498,2025-01-09,No,0.0,100.0,51.2,0.00161,108.4,256.4,269.9,3.0,19.0,20.3,21.3,18.0,0.6,0.4,0.07
39.561880292771775,-87.98093998286498,2025-01-10,No,6.7,90.3,70.6,0.00243,67.2,267.5,271.5,3.8,0.0,20.9,21.7,8.0,0.7,0.5,0.08
39.561880292771775,-87.98093998286498,2025-01-11,No,0.0,89.6,59.6,0.00243,90.5,267.6,273.6,3.6,19.0,19.9,21.5,16.0,1.0,0.7,0.13
39.561880292771775,-87.98093998286498,2025-01-12,No,0.0,100.0,60.1,0.00291,55.8,262.4,276.0,5.5,22.0,20.4,21.2,15.0,0.5,0.4,0.05
39.561880292771775,-87.98093998286498,2025-01-13,No,0.0,100.0,69.2,0.00162,115.7,258.0,266.4,4.7,21.0,21.1,21.2,15.0,0.3,0.2,0.02
39.561880292771775,-87.98093998286498,2025-01-14,No,0.0,100.0,44.5,0.00134,97.3,253.5,269.1,4.5,22.0,21.0,21.3,17.0,0.7,0.5,0.08
39.561880292771775,-87.98093998286498,2025-01-15,No,0.0,100.0,39.1,0.00133,116.2,253.6,270.5,2.7,18.0,20.8,21.3,18.0,0.8,0.5,0.11
39.561880292771775,-87.98093998286498,2025-01-16,No,0.0,96.1,43.4,0.00219,114.8,265.3,276.1,4.8,24.0,20.2,21.3,18.0,1.6,1.0,0.2
39.561880292771775,-87.98093998286498,2025-01-17,No,5.8,90.1,43.4,0.00288,111.8,269.8,280.0,6.3,0.0,20.0,21.4,10.0,2.3,1.5,0.28
39.561880292771775,-87.98093998286498,2025-01-18,No,0.0,100.0,62.1,0.00273,88.3,264.0,274.7,6.0,24.0,20.5,21.5,16.0,0.7,0.5,0.06
39.561880292771775,-87.98093998286498,2025-01-19,No,0.0,99.3,53.1,0.00104,103.0,255.6,263.8,7.3,28.0,20.7,21.3,17.0,0.7,0.5,0.06
39.561880292771775,-87.98093998286498,2025-01-20,No,0.0,92.0,46.8,0.0009,117.7,254.8,263.4,4.3,22.0,19.9,21.1,19.0,0.7,0.5,0.08
39.561880292771775,-87.98093998286498,2025-01-21,No,0.0,77.4,51.7,0.0007,102.9,253.9,259.2,5.2,25.0,18.2,20.8,19.0,0.6,0.4,0.06
39.561880292771775,-87.98093998286498,2025-01-22,No,0.0,100.0,39.5,0.0013,82.3,257.7,270.1,6.5,29.0,18.8,20.8,20.0,1.3,0.8,0.13
39.561880292771775,-87.98093998286498,2025-01-23,No,0.0,100.0,50.0,0.00179,58.4,256.8,271.6,4.3,21.0,19.5,20.9,17.0,0.7,0.5,0.07
39.561880292771775,-87.98093998286498,2025-01-24,No,0.0,100.0,47.4,0.00156,120.0,256.6,270.4,3.8,21.0,19.9,20.9,19.0,0.8,0.5,0.09
39.561880292771775,-87.98093998286498,2025-01-25,No,0.0,81.4,44.4,0.00252,69.9,269.4,277.8,4.3,23.0,18.1,20.6,20.0,1.9,1.2,0.26
39.561880292771775,-87.98093998286498,2025-01-26,No,0.0,100.0,51.8,0.00227,105.5,264.1,274.4,2.8,19.0,18.9,20.4,20.0,1.0,0.7,0.13
39.561880292771775,-87.98093998286498,2025-01-27,No,0.0,100.0,40.0,0.0023,125.8,264.9,277.8,5.6,28.0,19.2,20.4,21.0,2.0,1.3,0.22
39.561880292771775,-87.98093998286498,2025-01-28,No,0.0,73.2,38.2,0.00284,122.7,272.5,281.4,5.3,29.0,16.9,20.1,24.0,2.9,1.9,0.39
39.561880292771775,-87.98093998286498,2025-01-29,No,0.0,80.8,35.0,0.0029,125.0,271.4,282.8,4.3,27.0,15.7,19.8,26.0,2.8,1.8,0.41
39.561880292771775,-87.98093998286498,2025-01-30,No,3.8,88.5,55.7,0.00365,59.5,273.3,280.2,4.1,0.0,16.6,19.9,15.0,1.7,1.1,0.23
39.561880292771775,-87.98093998286498,2025-01-31,No,0.0,100.0,59.3,0.0049,110.6,272.4,283.7,4.6,24.0,17.9,19.8,21.0,1.3,1.0,0.15
39.561880292771775,-87.98093998286498,2025-02-01,No,0.0,75.4,49.7,0.003,122.8,273.0,279.1,5.2,29.0,16.3,19.6,24.0,2.3,1.5,0.29
39.561880292771775,-87.98093998286498,2025-02-02,No,0.0,89.1,47.2,0.00473,115.4,277.0,286.5,4.6,27.0,16.2,19.2,25.0,2.8,1.9,0.42
39.561880292771775,-87.98093998286498,2025-02-03,No,0.0,100.0,39.7,0.00618,119.7,274.4,293.1,5.2,29.0,17.1,19.2,25.0,3.5,2.3,0.52
39.561880292771775,-87.98093998286498,2025-02-04,No,0.0,82.0,50.1,0.003,121.7,271.8,279.0,5.2,29.0,16.3,19.1,25.0,2.2,1.4,0.26
39.561880292771775,-87.98093998286498,2025-02-05,No,5.5,74.9,52.5,0.00296,35.8,272.9,278.2,5.8,0.0,16.4,19.2,16.0,2.2,1.4,0.27
39.561880292771775,-87.98093998286498,2025-02-06,No,0.0,100.0,67.8,0.00357,119.1,270.3,277.5,4.4,24.0,18.0,19.3,21.0,1.0,0.8,0.1
39.561880292771775,-87.98093998286498,2025-02-07,No,0.0,61.4,38.6,0.00198,118.4,270.2,276.4,3.4,25.0,15.5,18.8,27.0,2.1,1.4,0.32
39.561880292771775,-87.98093998286498,2025-02-08,No,1.6,94.8,63.9,0.00333,50.5,271.2,277.3,4.9,0.0,16.9,19.0,16.0,1.3,0.9,0.15
39.561880292771775,-87.98093998286498,2025-02-09,No,0.0,97.2,55.2,0.00228,76.9,265.8,273.9,3.1,21.0,17.7,18.9,22.0,1.1,0.8,0.14
39.561880292771775,-87.98093998286498,2025-02-10,No,0.0,79.2,38.3,0.00195,130.3,266.5,276.3,2.2,21.0,16.3,18.6,27.0,1.6,1.1,0.26
39.561880292771775,-87.98093998286498,2025-02-11,No,0.0,68.3,49.8,0.00254,93.9,272.1,276.7,5.2,30.0,14.8,18.4,27.0,2.3,1.5,0.27
39.561880292771775,-87.98093998286498,2025-02-12,No,2.9,100.0,76.9,0.00308,44.3,267.3,273.8,3.7,0.0,17.7,18.7,14.0,0.4,0.3,0.03
39.561880292771775,-87.98093998286498,2025-02-13,No,0.0,100.0,71.9,0.00207,111.8,260.7,269.3,5.7,27.0,19.1,18.8,21.0,0.4,0.3,0.02
39.561880292771775,-87.98093998286498,2025-02-14,No,6.9,100.0,40.3,0.00194,136.2,261.9,275.6,4.5,0.0,20.2,19.3,14.0,1.7,1.1,0.19
39.561880292771775,-87.98093998286498,2025-02-15,No,6.9,100.0,64.9,0.00373,72.5,270.8,278.7,4.5,0.0,21.4,19.8,11.0,1.1,0.8,0.12
39.561880292771775,-87.98093998286498,2025-02-16,No,0.0,100.0,68.6,0.00239,76.0,260.0,271.8,8.2,28.0,21.5,19.8,15.0,0.3,0.2,0.01
39.561880292771775,-87.98093998286498,2025-02-17,No,0.6,100.0,55.2,0.00136,86.3,258.4,267.0,4.9,0.0,21.3,20.0,11.0,0.8,0.6,0.07
40.15220445900595,-86.72508235066387,2025-01-15,No,0.0,100.0,45.5,0.0012,116.2,252.0,267.8,3.7,20.0,21.3,21.7,17.0,0.6,0.4,0.07
40.15220445900595,-86.72508235066387,2025-01-16,No,0.0,86.6,49.9,0.002,112.4,265.2,273.5,5.5,25.0,19.7,21.6,18.0,1.4,0.9,0.16
40.15220445900595,-86.72508235066387,2025-01-17,No,4.6,98.5,41.4,0.00255,111.6,266.7,279.3,6.6,0.0,20.4,21.9,10.0,2.3,1.4,0.26
40.15220445900595,-86.72508235066387,2025-01-18,No,0.0,100.0,61.1,0.00271,85.4,266.5,275.1,5.5,22.0,20.7,21.9,14.0,1.0,0.7,0.11
40.15220445900595,-86.72508235066387,2025-01-19,No,0.0,100.0,46.7,0.00107,86.2,255.2,266.0,6.9,27.0,20.8,21.7,16.0,0.9,0.6,0.08
40.15220445900595,-86.72508235066387,2025-01-20,No,0.0,75.9,45.4,0.00076,122.3,254.8,262.0,4.5,24.0,18.5,21.2,19.0,0.8,0.5,0.08
40.15220445900595,-86.72508235066387,2025-01-21,No,0.0,74.9,60.9,0.00065,103.3,253.1,256.8,4.9,24.0,17.3,20.9,19.0,0.5,0.3,0.05
40.15220445900595,-86.72508235066387,2025-01-22,No,0.0,100.0,41.7,0.0011,73.8,255.6,267.7,6.5,29.0,18.3,20.9,20.0,1.1,0.7,0.11
40.15220445900595,-86.72508235066387,2025-01-23,No,0.5,100.0,48.8,0.00157,58.2,255.8,270.5,4.7,23.0,19.2,21.1,18.0,0.8,0.5,0.08
40.15220445900595,-86.72508235066387,2025-01-24,No,0.0,100.0,49.6,0.00133,122.2,254.7,268.1,3.8,21.0,19.8,21.0,19.0,0.7,0.5,0.07
40.15220445900595,-86.72508235066387,2025-01-25,No,0.0,79.0,45.3,0.00221,67.9,267.7,276.1,5.7,27.0,17.9,20.7,20.0,2.0,1.3,0.23
40.15220445900595,-86.72508235066387,2025-01-26,No,0.0,100.0,51.7,0.00202,109.7,263.1,273.2,3.2,20.0,18.8,20.5,20.0,1.0,0.7,0.13
40.15220445900595,-86.72508235066387,2025-01-27,No,0.0,100.0,42.0,0.00202,126.5,262.8,275.8,6.6,30.0,19.2,20.5,21.0,1.8,1.2,0.19
40.15220445900595,-86.72508235066387,2025-01-28,No,0.0,81.0,39.9,0.00257,123.3,269.4,279.9,6.0,31.0,17.5,20.2,23.0,2.6,1.7,0.32
40.15220445900595,-86.72508235066387,2025-01-29,No,0.0,73.1,36.4,0.00252,125.6,270.5,280.8,4.9,29.0,15.7,19.9,26.0,2.8,1.8,0.38
40.15220445900595,-86.72508235066387,2025-01-30,No,4.8,86.7,49.0,0.00312,88.3,271.1,280.0,4.2,0.0,16.7,20.1,15.0,1.9,1.3,0.26
40.15220445900595,-86.72508235066387,2025-01-31,No,1.0,100.0,56.0,0.00397,86.8,271.5,281.7,4.1,0.0,18.0,20.1,14.0,1.5,1.0,0.2
40.15220445900595,-86.72508235066387,2025-02-01,No,0.0,72.6,53.5,0.00255,119.8,271.1,276.1,5.0,27.0,16.4,19.8,23.0,1.9,1.3,0.24
40.15220445900595,-86.72508235066387,2025-02-02,No,0.0,91.0,53.1,0.0039,101.0,273.8,282.3,5.0,27.0,16.6,19.5,23.0,2.2,1.4,0.28
40.15220445900595,-86.72508235066387,2025-02-03,No,0.0,100.0,43.4,0.00562,116.3,273.5,290.7,5.6,30.0,17.5,19.5,24.0,3.2,2.1,0.42
40.15220445900595,-86.72508235066387,2025-02-04,No,0.0,81.0,53.3,0.00271,119.5,270.4,277.0,5.2,28.0,16.6,19.3,24.0,1.9,1.3,0.22
40.15220445900595,-86.72508235066387,2025-02-05,No,3.0,73.0,57.6,0.00251,45.4,270.8,274.9,6.1,0.0,16.2,19.4,16.0,1.8,1.2,0.21
40.15220445900595,-86.72508235066387,2025-02-06,No,0.0,100.0,72.2,0.00315,115.3,269.4,275.1,5.5,26.0,18.0,19.4,20.0,0.9,0.7,0.08
40.15220445900595,-86.72508235066387,2025-02-07,No,0.0,56.1,35.2,0.00157,125.1,268.1,274.7,3.5,26.0,15.3,18.9,28.0,2.1,1.4,0.3
40.15220445900595,-86.72508235066387,2025-02-08,No,4.3,85.2,69.1,0.00285,43.1,270.4,274.3,4.7,0.0,16.6,19.2,15.0,1.1,0.8,0.13
40.15220445900595,-86.72508235066387,2025-02-09,No,0.0,91.4,58.9,0.00212,90.5,265.5,272.3,3.3,22.0,17.0,19.0,22.0,1.0,0.7,0.12
40.15220445900595,-86.72508235066387,2025-02-10,No,0.0,84.3,43.1,0.00185,132.5,264.8,274.4,1.9,20.0,16.3,18.8,26.0,1.2,0.9,0.2
40.15220445900595,-86.72508235066387,2025-02-11,No,0.0,64.2,51.2,0.0022,101.9,270.8,274.6,5.1,29.0,14.8,18.6,26.0,2.1,1.4,0.25
40.15220445900595,-86.72508235066387,2025-02-12,No,3.0,92.1,77.3,0.00272,45.4,268.7,272.2,4.2,0.0,17.0,18.8,15.0,0.7,0.5,0.07
40.15220445900595,-86.72508235066387,2025-02-13,No,0.0,100.0,75.4,0.00203,83.8,258.6,268.6,6.2,26.0,18.8,18.9,19.0,0.2,0.2,0.0
40.15220445900595,-86.72508235066387,2025-02-14,No,0.7,100.0,32.7,0.00139,139.3,258.6,273.9,4.3,0.0,19.0,19.0,16.0,1.8,1.2,0.2
40.15220445900595,-86.72508235066387,2025-02-15,No,8.3,97.8,65.3,0.00328,56.1,270.4,277.0,4.5,0.0,20.7,19.6,12.0,1.2,0.8,0.13
40.15220445900595,-86.72508235066387,2025-02-16,No,0.0,100.0,69.6,0.00232,61.1,258.8,271.4,8.1,28.0,21.1,19.7,16.0,0.2,0.2,0.0
40.15220445900595,-86.72508235066387,2025-02-17,No,0.0,96.0,62.1,0.00122,111.8,257.9,264.4,5.6,25.0,20.7,19.8,18.0,0.7,0.5,0.06
40.15220445900595,-86.72508235066387,2025-02-18,No,0.0,85.1,55.4,0.00107,135.2,257.8,264.1,4.8,25.0,19.3,19.8,20.0,0.9,0.6,0.08
40.15220445900595,-86.72508235066387,2025-02-19,No,1.0,99.2,55.7,0.00123,71.2,257.6,265.8,4.8,0.0,19.8,19.9,12.0,0.8,0.5,0.07
40.15220445900595,-86.72508235066387,2025-02-20,No,0.0,100.0,53.9,0.00134,152.5,256.6,267.3,5.0,25.0,20.0,19.8,20.0,0.8,0.6,0.07
40.15220445900595,-86.72508235066387,2025-02-21,No,0.0,100.0,53.4,0.00177,156.1,259.9,271.1,2.9,20.0,20.1,19.9,20.0,0.9,0.7,0.09
40.15220445900595,-86.72508235066387,2025-02-22,No,0.0,100.0,46.1,0.00198,156.9,262.0,274.5,4.4,25.0,19.9,19.7,21.0,1.5,1.1,0.15
40.15220445900595,-86.72508235066387,2025-02-23,No,0.0,92.2,37.5,0.00247,150.5,267.4,280.3,4.5,26.0,18.8,19.5,23.0,2.6,1.7,0.31
40.15220445900595,-86.72508235066387,2025-02-24,No,0.0,74.9,39.1,0.00339,133.4,274.6,284.4,5.8,32.0,16.6,19.2,26.0,3.7,2.5,0.47
40.15220445900595,-86.72508235066387,2025-02-25,No,0.0,100.0,35.0,0.00374,158.1,271.6,287.4,3.3,24.0,17.1,19.3,26.0,3.1,2.2,0.49
40.15220445900595,-86.72508235066387,2025-02-26,No,0.9,100.0,45.8,0.00439,98.0,274.0,286.1,4.4,0.0,17.8,19.3,15.0,2.7,1.9,0.37
40.15220445900595,-86.72508235066387,2025-02-27,No,0.0,100.0,42.2,0.00378,159.9,271.9,285.0,6.2,32.0,18.1,19.2,24.0,3.3,2.2,0.37
40.15220445900595,-86.72508235066387,2025-02-28,No,0.0,97.3,27.7,0.00359,162.1,271.7,290.0,7.9,39.0,17.6,19.1,26.0,5.8,3.7,0.67
40.15220445900595,-86.72508235066387,2025-03-01,No,0.0,81.6,42.6,0.00158,140.4,263.1,272.3,6.2,33.0,16.4,18.7,26.0,1.9,1.3,0.18
40.15220445900595,-86.72508235066387,2025-03-02,No,0.0,58.3,24.2,0.00115,187.2,263.4,274.8,2.0,23.0,14.0,18.3,32.0,1.9,1.4,0.31
40.15220445900595,-86.72508235066387,2025-03-03,No,0.0,55.3,24.9,0.00201,101.8,271.5,282.4,5.2,35.0,12.2,17.9,34.0,4.1,2.6,0.54
40.15220445900595,-86.72508235066387,2025-03-04,No,7.9,66.3,34.2,0.00449,113.2,280.3,290.4,8.3,0.0,13.4,18.2,22.0,6.3,4.0,0.78
40.15220445900595,-86.72508235066387,2025-03-05,No,4.0,100.0,57.4,0.00455,53.8,271.8,283.4,9.5,0.0,16.0,18.5,18.0,1.9,1.3,0.18
40.15220445900595,-86.72508235066387,2025-03-06,No,0.0,66.0,41.9,0.0023,196.7,270.9,277.7,6.0,35.0,14.3,18.1,30.0,3.0,2.1,0.32
40.15220445900595,-86.72508235066387,2025-03-07,No,0.0,81.1,47.9,0.00307,83.3,272.0,280.1,3.1,24.0,14.1,17.8,28.0,2.0,1.4,0.29
40.15220445900595,-86.72508235066387,2025-03-08,No,0.0,71.6,33.9,0.00265,198.7,271.7,282.5,4.1,31.0,13.1,17.5,34.0,3.4,2.4,0.44
40.15220445900595,-86.72508235066387,2025-03-09,No,0.0,77.1,27.3,0.00309,198.9,272.8,287.7,4.4,34.0,12.5,17.2,36.0,4.5,3.1,0.64
40.15220445900595,-86.72508235066387,2025-03-10,No,0.0,75.8,22.7,0.00366,199.4,275.4,292.8,4.5,36.0,11.8,17.1,37.0,5.9,3.9,0.93
40.15220445900595,-86.72508235066387,2025-03-11,No,0.0,95.0,30.1,0.00466,197.8,275.6,292.8,3.8,31.0,13.0,16.9,36.0,4.8,3.3,0.77
40.15220445900595,-86.72508235066387,2025-03-12,No,0.0,100.0,33.0,0.00528,198.8,274.8,293.5,2.8,27.0,14.3,16.7,34.0,4.0,2.9,0.7
40.15220445900595,-86.72508235066387,2025-03-13,No,0.0,100.0,30.9,0.006,200.7,275.6,296.5,3.9,31.0,15.2,16.7,34.0,5.2,3.6,0.85
40.15220445900595,-86.72508235066387,2025-03-14,No,14.5,96.7,36.8,0.00809,188.2,283.4,298.9,7.9,0.0,18.2,17.7,18.0,7.5,5.0,1.0
40.15220445900595,-86.72508235066387,2025-03-15,No,12.4,100.0,51.3,0.00818,164.3,276.9,294.1,8.5,0.0,20.5,18.7,14.0,3.5,2.5,0.34
40.15220445900595,-86.72508235066387,2025-03-16,No,0.4,100.0,77.7,0.00397,60.6,269.4,277.3,5.9,24.0,21.0,19.0,17.0,0.4,0.4,0.01
40.15220445900595,-86.72508235066387,2025-03-17,No,0.0,89.4,32.2,0.00282,190.6,269.5,284.1,4.1,26.0,18.9,19.1,24.0,3.5,2.4,0.44
40.15220445900595,-86.72508235066387,2025-03-18,No,0.0,84.5,27.2,0.00543,198.5,279.5,296.7,8.2,41.0,16.8,18.9,28.0,8.4,5.5,1.07
40.15220445900595,-86.72508235066387,2025-03-19,No,12.3,100.0,46.2,0.00664,133.0,274.7,292.3,8.9,0.0,19.4,19.6,14.0,3.9,2.6,0.4
40.15220445900595,-86.72508235066387,2025-03-20,No,0.0,88.2,53.4,0.00306,122.0,270.8,278.6,6.6,30.0,18.2,19.6,21.0,2.3,1.6,0.22
40.15220445900595,-86.72508235066387,2025-03-21,No,0.0,83.0,29.4,0.00301,220.3,271.4,286.3,7.1,38.0,16.4,19.0,28.0,5.1,3.4,0.55
40.15220445900595,-86.72508235066387,2025-03-22,No,0.0,73.1,36.6,0.00293,227.4,272.8,283.0,5.1,32.0,14.7,18.5,30.0,3.9,2.7,0.44
40.15220445900595,-86.72508235066387,2025-03-23,No,2.2,88.5,56.4,0.00393,93.8,274.2,281.5,6.1,0.0,15.4,18.6,18.0,2.4,1.7,0.26
40.15220445900595,-86.72508235066387,2025-03-24,No,0.0,63.7,33.8,0.00296,228.9,274.9,284.2,7.2,40.0,13.6,18.4,31.0,5.0,3.4,0.54
40.15220445900595,-86.72508235066387,2025-03-25,No,0.9,82.1,38.8,0.00287,103.1,270.9,281.9,2.3,0.0,13.5,18.3,21.0,2.2,1.6,0.37
40.15220445900595,-86.72508235066387,2025-03-26,No,0.0,81.2,30.6,0.0029,211.8,271.2,285.2,2.7,26.0,13.0,17.7,33.0,3.4,2.5,0.51
40.15220445900595,-86.72508235066387,2025-03-27,No,0.8,73.9,39.9,0.00419,142.3,277.7,287.2,4.4,0.0,12.6,17.5,23.0,4.0,2.8,0.56
40.15220445900595,-86.72508235066387,2025-03-28,No,0.4,76.4,29.2,0.00672,192.1,284.2,299.2,8.2,47.0,12.0,17.1,36.0,9.4,6.1,1.28
40.15220445900595,-86.72508235066387,2025-03-29,No,4.3,76.8,55.9,0.00854,149.0,287.8,293.5,7.4,0.0,13.2,17.1,23.0,5.3,3.7,0.67
40.15220445900595,-86.72508235066387,2025-03-30,No,20.0,100.0,52.0,0.00909,183.2,277.0,295.6,8.1,0.0,17.6,18.3,17.0,3.5,2.6,0.32
38.44617605695056,-93.50049586666448,2025-01-01,No,0.0,63.5,39.4,0.00224,102.2,270.7,278.4,2.9,25.0,17.4,18.7,26.0,1.9,1.2,0.34
37.0659749990923,-122.078575,2025-01-01,No,0.0,96.5,36.3,0.00457,58.1,275.1,289.5,2.9,16.0,20.7,25.6,11.0,2.6,1.7,0.55
37.0659749990923,-122.078575,2025-01-02,No,0.7,100.0,42.1,0.00714,116.2,278.7,294.5,2.1,0.0,20.5,25.3,5.0,2.2,1.5,0.58
37.0659749990923,-122.078575,2025-01-03,No,6.3,100.0,68.0,0.00743,52.5,276.7,288.3,3.6,0.0,22.2,25.8,1.0,0.7,0.6,0.06
37.0659749990923,-122.078575,2025-01-04,No,0.0,100.0,52.2,0.00572,120.0,276.5,288.0,3.1,15.0,21.6,25.4,10.0,1.8,1.2,0.32
37.0659749990923,-122.078575,2025-01-05,No,0.0,100.0,44.9,0.0058,95.7,276.7,290.3,3.5,17.0,21.0,25.0,11.0,2.4,1.6,0.44
37.0659749990923,-122.078575,2025-01-06,No,0.0,100.0,56.8,0.00707,120.8,277.8,290.1,4.5,19.0,20.8,24.6,11.0,1.8,1.3,0.26
37.0659749990923,-122.078575,2025-01-07,No,0.0,49.4,28.7,0.00482,130.4,285.7,293.5,5.6,29.0,16.7,24.1,18.0,6.4,3.9,1.15
37.0659749990923,-122.078575,2025-01-08,No,0.0,69.9,21.1,0.00376,128.7,276.9,293.5,2.9,23.0,14.6,23.7,21.0,4.1,2.5,0.99
